state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2018,Sph,0.3643,1.361,0.84,0.26767083027185895,8722.5887,-0.1334
MT,2018,Sph,0.3643,1.361,0.84,0.26767083027185895,8722.5887,-0.1334
MS,2018,Sph,0.3643,1.361,0.84,0.26767083027185895,8722.5887,-0.1334
GO,2018,Sph,0.3643,1.361,0.84,0.26767083027185895,8722.5887,-0.1334
PA,2018,Sph,0.3643,1.361,0.84,0.26767083027185895,8722.5887,-0.1334
DF,2018,Sph,0.3643,1.361,0.84,0.26767083027185895,8722.5887,-0.1334
