state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2016,Exp,191.759,1343.1877,696.89,0.1427641125659504,3749912.6892,0.7063
MT,2016,Exp,191.759,1343.1877,696.89,0.1427641125659504,3749912.6892,0.7063
MS,2016,Exp,191.759,1343.1877,696.89,0.1427641125659504,3749912.6892,0.7063
GO,2016,Exp,191.759,1343.1877,696.89,0.1427641125659504,3749912.6892,0.7063
PA,2016,Exp,191.759,1343.1877,696.89,0.1427641125659504,3749912.6892,0.7063
DF,2016,Exp,191.759,1343.1877,696.89,0.1427641125659504,3749912.6892,0.7063
