state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2020,Gau,0.4698,8939.8009,8676.5,5.255150592895195e-5,1.5872,-2.7498
MT,2020,Gau,0.4698,8939.8009,8676.5,5.255150592895195e-5,1.5872,-2.7498
MS,2020,Gau,0.4698,8939.8009,8676.5,5.255150592895195e-5,1.5872,-2.7498
GO,2020,Gau,0.4698,8939.8009,8676.5,5.255150592895195e-5,1.5872,-2.7498
PA,2020,Gau,0.4698,8939.8009,8676.5,5.255150592895195e-5,1.5872,-2.7498
DF,2020,Gau,0.4698,8939.8009,8676.5,5.255150592895195e-5,1.5872,-2.7498
