state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2015,Gau,0.0282,0.0602,22.97,0.4684385382059801,0.0018,0.5842
MT,2015,Gau,0.0282,0.0602,22.97,0.4684385382059801,0.0018,0.5842
MS,2015,Gau,0.0282,0.0602,22.97,0.4684385382059801,0.0018,0.5842
GO,2015,Gau,0.0282,0.0602,22.97,0.4684385382059801,0.0018,0.5842
PA,2015,Gau,0.0282,0.0602,22.97,0.4684385382059801,0.0018,0.5842
DF,2015,Gau,0.0282,0.0602,22.97,0.4684385382059801,0.0018,0.5842
