state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2015,Sph,0.2715,1.3523,0.73,0.20076906011979592,5456.4839,0.2451
MT,2015,Sph,0.2715,1.3523,0.73,0.20076906011979592,5456.4839,0.2451
MS,2015,Sph,0.2715,1.3523,0.73,0.20076906011979592,5456.4839,0.2451
GO,2015,Sph,0.2715,1.3523,0.73,0.20076906011979592,5456.4839,0.2451
PA,2015,Sph,0.2715,1.3523,0.73,0.20076906011979592,5456.4839,0.2451
DF,2015,Sph,0.2715,1.3523,0.73,0.20076906011979592,5456.4839,0.2451
