state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2019,Gau,225.1558,270.3089,6.9,0.8329574053980465,281132.2459,0.7258
MT,2019,Gau,225.1558,270.3089,6.9,0.8329574053980465,281132.2459,0.7258
MS,2019,Gau,225.1558,270.3089,6.9,0.8329574053980465,281132.2459,0.7258
GO,2019,Gau,225.1558,270.3089,6.9,0.8329574053980465,281132.2459,0.7258
PA,2019,Gau,225.1558,270.3089,6.9,0.8329574053980465,281132.2459,0.7258
DF,2019,Gau,225.1558,270.3089,6.9,0.8329574053980465,281132.2459,0.7258
