state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2017,Exp,0.0239,1.9265,1746.88,0.012405917466908903,0.1778,0.7292
MT,2017,Exp,0.0239,1.9265,1746.88,0.012405917466908903,0.1778,0.7292
MS,2017,Exp,0.0239,1.9265,1746.88,0.012405917466908903,0.1778,0.7292
GO,2017,Exp,0.0239,1.9265,1746.88,0.012405917466908903,0.1778,0.7292
PA,2017,Exp,0.0239,1.9265,1746.88,0.012405917466908903,0.1778,0.7292
DF,2017,Exp,0.0239,1.9265,1746.88,0.012405917466908903,0.1778,0.7292
