state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2020,Sph,0.2299,1.5009,0.81,0.15317476180958092,9098.0099,0.2734
MT,2020,Sph,0.2299,1.5009,0.81,0.15317476180958092,9098.0099,0.2734
MS,2020,Sph,0.2299,1.5009,0.81,0.15317476180958092,9098.0099,0.2734
GO,2020,Sph,0.2299,1.5009,0.81,0.15317476180958092,9098.0099,0.2734
PA,2020,Sph,0.2299,1.5009,0.81,0.15317476180958092,9098.0099,0.2734
DF,2020,Sph,0.2299,1.5009,0.81,0.15317476180958092,9098.0099,0.2734
