state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2016,Gau,0.5558,1.4265,0.84,0.3896249561864703,13007.4903,-0.2238
MT,2016,Gau,0.5558,1.4265,0.84,0.3896249561864703,13007.4903,-0.2238
MS,2016,Gau,0.5558,1.4265,0.84,0.3896249561864703,13007.4903,-0.2238
GO,2016,Gau,0.5558,1.4265,0.84,0.3896249561864703,13007.4903,-0.2238
PA,2016,Gau,0.5558,1.4265,0.84,0.3896249561864703,13007.4903,-0.2238
DF,2016,Gau,0.5558,1.4265,0.84,0.3896249561864703,13007.4903,-0.2238
